Review_ID,included_No,Reviewer_ID,EndNote_Index,Pubmed_ID,Year,Article_Name,Review_Date,First_Author,Key_words,Research_Design(Primary Objective),Review/Original,Study_Design_Type,Database/Datasource,Analytic_tool,Country/district ,X,Y,Z,Association_Type,Unit_of_Analysis,Check_List,Mention_Missing_Data,Assessed_Missing_Data,Rate_of_Article,Include_in_Research,Exclusion Reason,Other_Notes,
301,,1,3809,23039306,2012,Evaluation of a real-time virtual intervention to empower persons living with HIV to use therapy self-management: study protocol for an online randomized controlled trial,11/17/20,José Côté,"Adaptation, Psychological
Anti-HIV Agents/adverse effects/*therapeutic use
Cost of Illness
*Drug Therapy, Computer-Assisted
Emotions
HIV Infections/diagnosis/*drug therapy/nursing/psychology
*Health Knowledge, Attitudes, Practice
Humans
Intention to Treat Analysis
Internet
*Medication Adherence
Nurse-Patient Relations
*Power, Psychological
Quebec
*Research Design
*Self Care
Self Efficacy
Social Support
Time Factors
Treatment Outcome
User-Computer Interface",,,,,,,,,,,,,,,,,Methodology papers (,,
302,,1,221,24074431,2013,Automated analysis of electronic medical record data reflects the pathophysiology of operative complications,11/17/20,"Tepas, J. J., 3rd",,,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
303,,1,3879,23541007,2013,Diagnostic yield of electroencephalography in a general inpatient population,11/29/20,"Betjemann, J. P.","Adult
Aged
Cohort Studies
Consciousness Disorders/*etiology
*Electroencephalography
Epilepsy/complications/*diagnosis/epidemiology
Female
*Hospitalization
Humans
Logistic Models
Male
Middle Aged
Multivariate Analysis
Retrospective Studies
Seizures/complications/diagnosis/epidemiology",To determine the frequency and clinical predictors of seizures and markers of epileptiform activity in a nonecritically ill general inpatient population.,Original,retrospective cohort study,administrative claims,,,,,,,,,,,,,Claim data only,human reviewed admission claims ,
304,2,1,1564,21694510,2011,Derivation and diagnostic accuracy of the surgical lung injury prediction model,11/29/20,"Kor, D. J.","Acute Lung Injury/*diagnosis/etiology
Aged
Cardiac Surgical Procedures/adverse effects
Cohort Studies
Databases, Factual
Electronic Health Records
Female
Humans
Internet
Likelihood Functions
Male
Middle Aged
Models, Statistical
Postoperative Complications/*diagnosis
Predictive Value of Tests
Prognosis
Prospective Studies
ROC Curve
Respiratory Distress Syndrome, Adult/*diagnosis/etiology
Risk Factors
Surgical Procedures, Operative/*adverse effects
Thoracic Surgical Procedures/adverse effects
Treatment Outcome
Vascular Surgical Procedures/adverse effects", to develop a surgical lung injury prediction (SLIP) model to predict risk of postoperative ALI based on readily available preoperative risk factor,Original,Prospective cohort study,Mayo Clinic surgery data,SAS,USA,Patient characteristics,postoperative ALI,,Association,Patient,No,"Yes, data description",No,,Yes,,,
305,3,1,4297,19758356,2010,Analysis of glycaemic control and weight change in patients initiated with human or analog insulin in an US ambulatory care setting,11/29/20,"McAdam-Marx, C.","Adolescent
Adult
Aged
Aged, 80 and over
Ambulatory Care
Body Mass Index
Body Weight/physiology
Diabetes Mellitus, Type 1/*drug therapy/physiopathology
Diabetes Mellitus, Type 2/*drug therapy/physiopathology
Drug Administration Schedule
Female
Glycated Hemoglobin A/metabolism
Humans
Hypoglycemic Agents/*administration & dosage/adverse effects
Insulin/*administration & dosage/adverse effects/analogs & derivatives
Male
Middle Aged
Retrospective Studies
Treatment Outcome
Weight Gain/*drug effects
Young Adult", describe patient characteristics and evaluate changes in glycaemic control and weight in patients treated with insulin in an ambulatory care setting.,Original,retrospective cohort study, GE EMR database,SAS,USA,human or analog insulin prescription,Patient Weight change,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
306,,1,1105,24033628,2013,Automated outcome classification of emergency department computed tomography imaging reports,12/4/20,"Yadav, K.","*Artificial Intelligence
Cohort Studies
*Electronic Health Records
Emergency Medical Services/*classification
Emergency Service, Hospital/*classification
Humans
*Natural Language Processing
Retrospective Studies
Sensitivity and Specificity
Tomography, X-Ray Computed/*classification",to measure performance of a hybrid NLP and machine learning system for automated outcome classification of emergency department (ED) CT imaging reports. The hypothesis was that such a system is comparable to medical personnel doing the data abstraction.,Original,,,,,,,,,,,,,,,Text mining / NLP  ,,
307,,1,5480,21616784,2011,Impact of health portal enrollment with email reminders on adherence to clinic appointments: a pilot study,12/4/20,"Horvath, M.","*Appointments and Schedules
*Electronic Mail
Female
Humans
Logistic Models
Male
*Medical Informatics
Pilot Projects
*Reminder Systems","to test whether portal enrollment with an email reminder functionality is significantly related to decreases in rates of appointment “no-shows,” which are known to impair clinic operational efficiency.",,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
308,,,3532,21250801,2011,"Variation of patient characteristics, management, and outcome with timing of surgery for aneurysmal subarachnoid hemorrhage",12/4/20,"Mahaney, K. B.","Adult
Anesthesia, General
Data Interpretation, Statistical
Female
Glasgow Outcome Scale
Humans
Hypothermia, Induced
Logistic Models
Male
Middle Aged
Neurosurgical Procedures/adverse effects/*methods
Postoperative Complications/epidemiology
Prospective Studies
Recurrence
Safety
Subarachnoid Hemorrhage/*surgery
Time Factors
Treatment Outcome", to investigate the relationship between timing of surgery and outcome at 3 months post-SAH. ,Original,prospective cohort study, Intraoperative Hypothermia for Aneurysm Surgery Trial,SAS,USA,patient characteristics,timing of surgery for aneurysmal subarachnoid hemorrhage (SAH),,Association,Patient,No,No,No,,,EMR data only used to identify the cohort,,characterization
309,,,5633,22801309,2012,"[Incidence and risk factors of target organ damage in 17, 682 elderly hypertensive inpatients between 1993 and 2008]",12/4/20,"Cui, H.","Aged
Aged, 80 and over
Aortic Diseases/complications/*epidemiology
Coronary Artery Disease/complications/*epidemiology
Female
Humans
Hypertension/*complications/epidemiology
Kidney Diseases/complications/*epidemiology
Male
Middle Aged
Prevalence
Retrospective Studies
Risk Factors
Stroke/complications/*epidemiology",,,,,,,,,,,,,,,,,Not English,,
310,4,,3380,20559661,2011,Treatment strategy for recurrent or residual colorectal tumors after endoscopic resection,12/4/20,"Sakamoto, T.","Adenocarcinoma/*surgery
Adenoma/pathology/*surgery
*Colonoscopy
Colorectal Neoplasms/pathology/*surgery
Humans
Microsurgery/methods/statistics & numerical data
Neoplasm Recurrence, Local/*surgery
Neoplasm, Residual/surgery
Postoperative Complications/epidemiology
Proctoscopy/methods/statistics & numerical data
Retrospective Studies
*Salvage Therapy
Treatment Outcome","to  evaluate salvage therapy for the treatment of recurrent or residual tumors, and propose an endoscopic treatment strategy for these tumors.",Original,retrospective chart review,institution database,Statview,USA,different treatement ,"Treatment results, complications, and clinical outcomes",,Association,treatment,No,No,No,,Yes,,,
311,,,1171,21558099,2011,Can an electronic prescribing system detect doctors who are more likely to make a serious prescribing error?,12/4/20,"Coleman, J. J.","Adult
Algorithms
Drug Prescriptions/*standards
Electronic Prescribing/*standards
Female
Hospital Units
Hospitals, Teaching
Humans
Male
*Medical Order Entry Systems/standards
Medical Records Systems, Computerized/standards
*Medical Staff, Hospital
Medication Errors/*prevention & control
Practice Patterns, Physicians'/*standards
Retrospective Studies
United Kingdom",to assess whether routine data produced by an electronic prescribing system might be useful in identifying doctors at higher risk of making a serious prescribing error.,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
312,,,1554,23680344,2013,Correlates of patient portal enrollment and activation in primary care pediatrics,12/4/20,"Ketterer, T.","Adolescent
Attitude to Computers
Child
Cross-Sectional Studies
Electronic Health Records/*statistics & numerical data
Female
Humans
Infant
*Internet
Male
Medicaid/statistics & numerical data
Patient Acceptance of Health Care/ethnology/*statistics & numerical data
Patient Participation/*statistics & numerical data
*Pediatrics
*Primary Health Care
Socioeconomic Factors
United State","To identify the demographic, practice site, and clinical predictors of patient portal enrollment and activation among a pediatric primary care population.",,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
313,,,937,23471740,2013,Evaluating the ability of hospital information systems to establish evidence-based medicine in Iran,12/6/20,"Rangraz Jeddi, F.",,"Cross-Sectional Studies
Decision Support Systems, Clinical
Electronic Health Records
*Evidence-Based Medicine
*Hospital Information Systems
Humans
Iran
User-Computer Interface",,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
314,5,,5500,20478063,2010,Comparison of the consumption of antidepressants in the immigrant and native populations in a Spanish health region: an observational study,12/6/20,"Cruz, I.","Adult
Age Factors
Aged
Antidepressive Agents/*therapeutic use
Community Health Centers/statistics & numerical data
Depression/*drug therapy/epidemiology/ethnology
Emigrants and Immigrants/*statistics & numerical data
Female
Humans
Male
Middle Aged
Practice Patterns, Physicians'/*statistics & numerical data
Retrospective Studies
Spain/epidemiology
Young Adult",analyzes differences in exposure to antidepressant drugs between the immigrant and the native population of a Spanish health region.,Original,retrospective cross-sectional study ,a Spain prescription database,Didn't mention,Spain,antidepressants drugs prescription,immigrants v.s. native populations differences,,Association,Patient,No,No,No,,Yes,,,
315,6,,1666,21325114,2011,"Effect of cardiac rehabilitation referral strategies on utilization rates: a prospective, controlled study",12/6/20,"Grace, S. L.","Acute Coronary Syndrome/*rehabilitation
Aged
Angioplasty, Balloon, Coronary/*rehabilitation
Cooperative Behavior
Female
Health Services Accessibility/statistics & numerical data
Humans
Interdisciplinary Communication
Male
Medical Records Systems, Computerized/statistics & numerical data
Middle Aged
Odds Ratio
Ontario
Patient Acceptance of Health Care/statistics & numerical data
Patient Care Team
Patient Discharge/statistics & numerical data
Pilot Projects
Prospective Studies
Referral and Consultation/*statistics & numerical data
Rehabilitation Centers/*statistics & numerical data
Telephone
Utilization Review/statistics & numerical data","To determine the optimal strategy to maximize CR referral, enrollment, and participation,",Original,prospective controlled study,Institution EHR,SPSS,Canada,CR Referral Strategy,"Cardiac Rehabilitation Referral, Enrollment, and Participation",,Association,Visit,No,No,No,,Yes,,,
316,,,2134,23635936,2013,Clinical decision support system and incidence of delirium in cognitively impaired older adults transferred to intensive care,12/6/20,"Khan, B. A.","Aged
Cholinergic Antagonists/adverse effects
Cognition Disorders/complications/*epidemiology
*Decision Support Systems, Clinical
Delirium/*epidemiology/etiology
Female
Hospitals, University
Hospitals, Urban
Humans
Incidence
Indiana
Intensive Care Units
Male
Medical Order Entry Systems/statistics & numerical data
Practice Patterns, Physicians'/*statistics & numerical data/trends
Randomized Controlled Trials as Topic
Restraint, Physical/adverse effects
Risk Factors
Urinary Catheters/adverse effects","To evaluate the efficacy of a computer-based clinical decision support system that recommends consulting a geriatrician and discontinuing use of urinary catheters, physical restraints, and unnecessary anticholinergic drugs in reducing the incidence of delirium.",,retrospective cohort study,CHAMP study,SAS,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",CDSS evaluation,
317,,,3620,23625745,2013,Effectiveness of a pharmacy care management program for veterans with dyslipidemia,12/6/20,"Smith, M. C.","Aged
Cohort Studies
Dyslipidemias/*drug therapy
Female
Follow-Up Studies
Hospitals, Veterans
Humans
Hypolipidemic Agents/administration & dosage/*therapeutic use
Lipids/blood
Male
Middle Aged
Multivariate Analysis
Pharmaceutical Services/*organization & administration
Pharmacists/*organization & administration
Primary Health Care/organization & administration
Professional Role
Regression Analysis
Retrospective Studies
Time Factors
Treatment Outcome
Veterans
care management
clinical pharmacist
disease management
dyslipidemia
hyperlipidemia
outcomes",To evaluate the effectiveness of a care management program provided by clinical pharma- cists for veterans with dyslipidemia.,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",healthcare program evaluation,
318,7,,1662,24454576,2013,Contributors to frequent telehealth alerts including false alerts for patients with heart failure: a mixed methods exploration,12/6/20,"Rattinger, G. B.","Aged
Aged, 80 and over
Alzheimer Disease/drug therapy
Ambulatory Care/*statistics & numerical data
Ambulatory Care Facilities/*classification/statistics & numerical data
Cross-Sectional Studies
Dementia/*drug therapy
Drug Utilization
Electronic Health Records
Female
Humans
Male
Maryland
Mental Health Services
Middle Aged
Practice Patterns, Physicians'/*statistics & numerical data
Psychotropic Drugs/therapeutic use
Retrospective Studies
United States
United States Department of Veterans Affairs
*Veterans","to determine how patient demographics and outpatient referrals to specialized dementia (DEM) or mental health (MH) clinics influence receipt of anti-dementia (AD),",Original,retrospective cross-sectional study ,electronic medical records (EMRs) of veterans (VistA),SAS,USA,patient clinic visit charactersistics ,medication prescribtion pattern,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
319,,,1569,19789371,2010,The safety of H(2)-blockers use during pregnancy,12/6/20,"Matok, I.","Abnormalities, Drug-Induced/*epidemiology
Abortion, Therapeutic/statistics & numerical data
Adolescent
Adult
Apgar Score
Cimetidine/adverse effects
Cohort Studies
Famotidine/adverse effects
Female
Histamine H2 Antagonists/*adverse effects
Humans
Infant, Low Birth Weight
Infant, Newborn
*Maternal-Fetal Exchange
Medical Records Systems, Computerized
Middle Aged
Perinatal Mortality
Pregnancy
Pregnancy Complications/*chemically induced
Pregnancy Trimester, First
Premature Birth/epidemiology
Ranitidine/adverse effects
Retrospective Studies",,,,"A computerized database of medications dispensed from 1998 to 2007 to all women registered in the “Clalit” health maintenance organization,",,,,,,,,,,,,,Registry (data where a human being has abstracted the data [adds data quality; avoid curated data]),,
320,,,1842,20925440,2010,Pharmacists' interventions in prescribing errors at hospital discharge: an observational study in the context of an electronic prescribing system in a UK teaching hospital,12/14/20,"Abdel-Qader, D. H.","Adolescent
Adult
Aged
Drug Prescriptions
*Electronic Prescribing
England
Epidemiologic Studies
Female
Hospitals, Teaching
Humans
*Inappropriate Prescribing
Male
Medical Order Entry Systems
*Medication Errors/prevention & control
Middle Aged
*Patient Discharge
*Pharmacists
Pharmacy Service, Hospital
Retrospective Studies
Risk
Young Adult","to investigate, using a computerized search method, the number, types, severity, pharmacists’ impact on PEs and predictors of PEs in the context of electronic prescribing (e-prescribing) at hospital discharge.",,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
321,,,2902,22287354,2012,[Endoscopic treatment of duodenal Brunner adenoma],12/14/20,"Shi, Q.","Adenoma/*surgery
Adult
Aged
Duodenal Neoplasms/*surgery
Endoscopy, Gastrointestinal/*methods
Female
Follow-Up Studies
Humans
Male
Middle Aged
Retrospective Studies",,,,,,,,,,,,,,,,,Not English,,
322,,,3787,21534641,2011,"Prevalence of achievement of A1c, blood pressure, and cholesterol (ABC) goal in veterans with diabetes",12/14/20,"Vouri, S. M.","Blood Pressure/*drug effects
Cholesterol, LDL/*blood
Diabetes Mellitus/*blood/drug therapy/*physiopathology
Disease Management
Female
Glycated Hemoglobin A/*metabolism
Humans
Hypoglycemic Agents/*therapeutic use
Iowa
Male
Middle Aged
Prevalence
Retrospective Studies
*Veterans",,,,"The National
Health and Nutrition Examination Survey (NHANES)",,,,,,,,,,,,,Questionnaire/survey only,,
323,,,427,21900702,2011,Clinician characteristics and use of novel electronic health record functionality in primary care,12/14/20,"Linder, J. A.","adult
Electronic Health Records/*statistics & numerical data
Humans
Logistic Models
Middle Aged
Multivariate Analysis
*Physicians, Primary Care
Primary Health Care
Retrospective Studies
Smoking Cessation",,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
324,8,,3484,23278363,2013,Frequency of coronary angiography and revascularization among men and women with myocardial infarction and their relationship to mortality at one year: an analysis of the Geisinger myocardial infarction cohort,12/14/20,"Skelding, K. A.","Aged
Coronary Angiography/*statistics & numerical data
Coronary Artery Bypass/*statistics & numerical data
Drug Utilization
Female
Follow-Up Studies
Humans
Male
Myocardial Infarction/*mortality/*therapy
Pennsylvania
Percutaneous Coronary Intervention/*statistics & numerical data
Platelet Glycoprotein GPIIb-IIIa Complex/antagonists & inhibitors
Retrospective Studies
Sex Factors","Todeterminesexbiasintheselectionofstrategiestoevaluatepatientswithacutemyocardialinfarction (AMI), and determine if the choice of strategy influences survival.",Original,retrospective cohort study,Electronic health record data from the Geisinger Acute Myocardial Infarction Cohort,Didn't mention,USA,Frequency of Coronary Angiography and Revascularization/ patient characteristics,mortality difference between male and female,,Association,Patient,No,No,No,,Yes,,,
325,9,,4492,20684459,2010,Decreasing outpatient cardiac catheterization rates associated with cardiology clinic volume but not with increasing cardiac computed tomography utilization,12/14/20,"Hulten, E.","Aged
Cardiac Catheterization/*statistics & numerical data
Coronary Disease/*diagnosis/diagnostic imaging
Female
Hospitals, Military
Humans
Male
Middle Aged
Regression Analysis
Retrospective Studies
Tomography, X-Ray Computed/*statistics & numerical data","to  evaluate salvage therapy for the treatment of recurrent or residual tumors, and propose an endoscopic treatment strategy for these tumors.",Original,retrospective cohort study,Composite Health Clinical Systems records,"SPSS,Stata",USA,Outpatient Cardiac Catheterization Rates ,Cardiology Clinic Volume ,,Association,Patient,No,No,No,,Yes,,,
326,,,482,22226933,2012,"Implementations of the HL7 Context-Aware Knowledge Retrieval (""Infobutton"") Standard: challenges, strengths, limitations, and uptake",12/14/20,"Del Fiol, G.","Cross-Sectional Studies
Data Collection
Decision Support Systems, Clinical/*standards
*Electronic Health Records
Health Facility Administration
*Health Level Seven
Humans
*Information Dissemination
*Information Storage and Retrieval
Internet
Meaningful Use
Medical Informatics/*standards",To examine the experience of organizations in the course of implementing the HL7 Infobutton Standard.,,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
327,,,1370,21943313,2011,Analysing the operative experience of basic surgical trainees in Ireland using a web-based logbook,12/14/20,"Lonergan, P. E.","Clinical Competence/*statistics & numerical data
Databases, Factual
General Surgery/*education/statistics & numerical data
Humans
Internet
Ireland
Medical Records Systems, Computerized
Orthopedics/*education/statistics & numerical data
Problem-Based Learning/statistics & numerical data
Retrospective Studies
Surgical Procedures, Operative/*education/statistics & numerical data",to quantify the operative exposure of all trainees on the National Basic Surgical Training (BST) programme in Ireland and compare the results with arbitrary training targets.,Original,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
328,,,1107,20229493,2010,[How often is the Depersonalization-Derealization Disorder (ICD-10: F48.1) diagnosed in the outpatient health-care service?],12/14/20,"Michal, M.","Adolescent
Adult
Aged
Ambulatory Care/*statistics & numerical data
Anxiety Disorders/diagnosis/epidemiology/psychology
Child
Comorbidity
Cross-Sectional Studies
Depersonalization/*diagnosis/*epidemiology
Depressive Disorder/diagnosis/epidemiology/psychology
Female
Germany
Humans
Incidence
International Classification of Diseases
Male
Middle Aged
Population Surveillance
Psychophysiologic Disorders/diagnosis/epidemiology/psychology
Young Adult",,,,,,,,,,,,,,,,,Not English,,
329,10,,3697,23427784,2013,Association between second-generation antipsychotics and changes in body mass index in adolescents,12/14/20,"Ghate, S. R.","Adolescent
Antipsychotic Agents/*adverse effects
Benzodiazepines/adverse effects
*Body Mass Index
Confidence Intervals
Dibenzothiazepines/adverse effects
Female
Humans
Male
Medical Audit
Olanzapine
Piperazines/adverse effects
Quetiapine Fumarate
Regression Analysis
Retrospective Studies
Risperidone/adverse effects
Thiazoles/adverse effects
United States
Weight Gain/drug effects",To assess the association of second generation antipsychotics (SGAs) with changes in body mass index (BMI) among adolescents compared with a matched untreated comparison group.,Original,retrospective cohort study,General Electric (GE) Centricity electronic medical record (EMR) database,Stata,USA,BMI changes,Second-Generation Antipsychotics,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
330,,,1829,22354852,2012,Pharmacist proactive medication recommendations using electronic documentation in a UK general critical care unit,12/14/20,,,"to describe the acceptance rate by medical staff of pharmacist proactive medication recommendations; including data on the types of recommendations and rea- sons thereof, for general intensive care patients of a UK teaching hospital trust.",,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
331,11,,1279,23822929,2013,Angiotensin receptor blockers: are they related to lung cancer?,12/14/20,"Rao, G. A.","Adult
Aged
Angiotensin Receptor Antagonists/*therapeutic use
Antihypertensive Agents/*adverse effects
Cohort Studies
Electronic Health Records
Female
Humans
Hypertension/*complications/*drug therapy
Lung Neoplasms/*etiology
Male
Middle Aged
Proportional Hazards Models
Regression Analysis
Retrospective Studies
Time Factors
United States
United States Department of Veterans Affairs",To evaluate the relationship with angiotensin receptor blocker with lung cancer,Original,retrospective cohort study,Department of Veterans Affairs electronic medical record system,SAS,USA,"patient characteristics
J Hypertens. 2013 August ; 31(8): 1669–1675. doi:10.1097/HJH.0b013e3283621ea3.
Angiotensin receptor blockers usage",lung cancer risk,,Association,Patient,No,"Yes, data cleaning","Yes, excluded",,Yes,,,
332,12,,5245,21499086,2011,Impact of previous antibiotic therapy on outcome of Gram-negative severe sepsis,12/21/20,"Johnson, M. T.","Anti-Bacterial Agents/adverse effects/*therapeutic use
Bacteremia/diagnosis/drug therapy/mortality
Cohort Studies
*Drug Resistance, Microbial
Female
Gram-Negative Bacteria/isolation & purification
Gram-Negative Bacterial Infections/diagnosis/*drug therapy/mortality
Hospital Mortality/*trends
Hospitals, Teaching
Humans
Intensive Care Units
Logistic Models
Male
Microbial Sensitivity Tests
Multivariate Analysis
Retreatment
Retrospective Studies
Risk Assessment
Sepsis/*drug therapy/microbiology/*mortality
Shock, Septic/drug therapy/microbiology/mortality
Survival Analysis
Time Factors
Treatment Outcome",To determine whether exposure to antimicrobial agents in the previous 90 days resulted in decreased bacterial susceptibility and increased hospital mortality in patients with severe sepsis or septic shock attributed to Gram-negative bacte- remia.,Original,retrospective cohort study,BJC Healthcare System  EHR,SPSS,USA,"Patient characteristics, previous antibiotic intake",outcome of Gram-negative severe sepsis,,Association,paitent,No,No,No,,Yes,,,
333,13,,2001,22930781,2012,Obesity in pediatric specialty clinics: an underestimated comorbidity,12/21/20,"Yi-Frazier, J. P.","Adolescent
Algorithms
Ambulatory Care Facilities/statistics & numerical data
*Body Mass Index
Child
Child, Preschool
Comorbidity
Female
Hospitals, Pediatric/statistics & numerical data
Hospitals, University
Humans
Male
Medical Records Systems, Computerized
Obesity/*diagnosis/*epidemiology
Obesity, Abdominal/epidemiology
Obesity, Morbid/epidemiology
Overweight/epidemiology
Prevalence
Sampling Studies
Washington/epidemiology",To examine the prevalence of obesity across 31 subspecialties in a tertiary care children’s hospital and (b) to examine the percentage of obesity-specified diagnosis codes used for obese patient visits. ,Original,retrospective cohort study,EHR at Seattle Children's Hospitall,Stata,USA,BMI groups,"clinic subspecialty type,",,Association,Patient,No,"Yes, data cleaning","Yes, excluded",,Yes,,,
334,,,2565,21996562,2013,"Aortic injuries in crush trauma patients: different mechanism, different management",12/21/20,"Mosquera, V. X.","Acute Kidney Injury/*diagnosis/etiology/mortality
Adult
Aged
Aorta, Thoracic/*injuries/surgery
Creatine Kinase/*blood
Crush Syndrome/*complications/*diagnosis/mortality
Databases, Factual
Early Diagnosis
Follow-Up Studies
Glomerular Filtration Rate
Hospital Mortality
Humans
Injury Severity Score
Length of Stay/statistics & numerical data
Male
Middle Aged
Retrospective Studies
Rhabdomyolysis/*diagnosis/enzymology/etiology
Risk Assessment
Risk Factors
Survival Analysis
Treatment Outcome
Wounds, Nonpenetrating/*complications"," to report the clinical and radiological characteristics and early and long-term survival of a series of acute traumatic aortic injuries (ATAI) in crush trauma patients, and to compare such data with our last 30 years experience managing ATAI in deceleration non-crush trauma patients.",Original,,,,,,,,,,,,,,,Questionnaire/survey only,manully collected data,
335,,,1182,24200487,2013,An electronic safety screening process during inpatient computerized physician order entry improves the efficiency of magnetic resonance imaging exams,12/21/20,"Schneider, E.","Contrast Media/adverse effects
Decision Support Systems, Clinical/organization & administration/statistics &
numerical data
Efficiency, Organizational/*statistics & numerical data
Humans
Inpatients/*statistics & numerical data
Length of Stay/statistics & numerical data
Magnetic Resonance Imaging/*adverse effects/methods/*statistics & numerical data
Medical Order Entry Systems/organization & administration/*statistics & numerical
data
Patient Safety/*statistics & numerical data
Retrospective Studies
Time Factors
Cpoe
Electronic health record
Magnetic Resonance Imaging
order
patient safety",,,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
336,,,5663,20801461,2011,Incomplete specialty referral among children in community health centers,12/21/20,"Zuckerman, K. E.","Child
Child, Preschool
*Community Health Centers
Cross-Sectional Studies
Female
Humans
Male
*Pediatrics
Referral and Consultation/standards/*statistics & numerical data
Risk Factors",To assess rates of incomplete specialty referral (referral not resulting in a specialist visit) and risk factors for incomplete referral in pediatric community health care centers.,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
337,14,,3017,24064890,2013,Insurance status is a predictor of failure to rescue in trauma patients at both safety net and non-safety net hospitals,12/21/20,"Bell, T. M.","Adolescent
Adult
Databases, Factual
Female
Healthcare Disparities
Humans
Injury Severity Score
*Insurance Coverage/statistics & numerical data
*Insurance, Health/statistics & numerical data
Logistic Models
Male
Medically Uninsured/statistics & numerical data
Middle Aged
Quality Indicators, Health Care/statistics & numerical data
Retrospective Studies
Treatment Outcome
United States
Wounds and Injuries/complications/*mortality/therapy
Young Adult",To investigates whether failure to rescue (FTR) is a driver of mortality disparities after injury and whether patients treated at hospitals with a large volume of uninsured patients are more likely to die after complication.,Original,retrospective cohort study,National Trauma Data Bank,SAS,USA,"Patient characteristics, insurance status",Severe outcome,,Association,Patient,No,"Yes, data description","Yes, Imputation",,Yes,,,
338,,,3151,23350784,2013,Relative accuracy and availability of an Irish National Database of dispensed medication as a source of medication history information: observational study and retrospective record analysis,12/21/20,"Grimes, T.","Adolescent
Adult
Aged
Aged, 80 and over
Cross-Sectional Studies
Databases, Factual
Female
Humans
Ireland
Male
*Medical History Taking
*Medical Records
*Medication Reconciliation
Middle Aged
Outcome Assessment, Health Care/methods
Patient Admission
Retrospective Studies
Young Adult","to identify the availability and accuracy of data held in a national dispensing database, relative to other sources of medication history information.",,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",System avaliability,
339,15,,5515,21460509,2011,Comparison of the methicillin-resistant Staphylococcus aureus acquisition among rehabilitation and nursing home residents,12/21/20,"Furuno, J. P.","Aged
Aged, 80 and over
Cross Infection/*epidemiology
DNA, Bacterial/analysis
Female
Humans
Kaplan-Meier Estimate
Male
Methicillin-Resistant Staphylococcus aureus/genetics/*isolation & purification
Middle Aged
*Nursing Homes
Patients' Rooms
Proportional Hazards Models
Prospective Studies
*Rehabilitation Centers
Risk Factors
Staphylococcal Infections/*epidemiology",To assess risk factors for methicillin-resistant Staphylococcus aureus (MRSA) acquisition among extended care residents focusing on level of care (residential vs rehabilitation) and room placement with an MRSA-positive resident.,Original,Prospective cohort study,Three hospitals EHR,Didn't mention,USA,clinic settings,methicillin-resistant Staphylococcus aureus ,,,,No,No,No,,Yes,,,
340,,,5677,21294767,2011,Exclusion of patients from quality measurement of diabetes care in the UK pay-for-performance programme,12/21/20,"Dalton, A. R.","Adolescent
Adult
Aged
Cross-Sectional Studies
Diabetes Mellitus/*economics/ethnology/therapy
Female
Glycated Hemoglobin A
Healthcare Disparities/*economics/ethnology
Humans
London
Male
Middle Aged
Quality Indicators, Health Care/economics
Reimbursement, Incentive/*economics/statistics & numerical data
Young Adult",,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
